1385
10	1	2	3.711
10	4	2	3.302
10	7	2	2.875
10	10	2	2.455
11	2	2	3.207
11	5	2	2.882
11	8	2	2.527
11	11	2	2.162
12	0	2	3.736
12	3	2	2.868
12	6	2	2.555
12	9	2	2.228
12	12	2	1.939
13	1	2	2.962
13	4	2	2.545
13	7	2	2.261
13	10	2	1.993
13	13	2	1.739
14	2	2	2.550
14	5	2	2.289
14	8	2	2.035
14	11	2	1.792
14	14	2	1.582
15	0	2	2.911
15	3	2	2.289
15	6	2	2.052
15	9	2	1.828
15	12	2	1.628
15	15	2	1.438
16	1	2	2.425
16	4	2	2.059
16	7	2	1.860
16	10	2	1.662
16	13	2	1.479
16	16	2	1.323
17	2	2	2.100
17	5	2	1.873
17	8	2	1.690
17	11	2	1.515
17	14	2	1.362
17	17	2	1.217
18	0	2	2.339
18	3	2	1.893
18	6	2	1.702
18	9	2	1.544
18	12	2	1.390
18	15	2	1.249
18	18	2	1.127
19	1	2	2.025
19	4	2	1.716
19	7	2	1.561
19	10	2	1.415
19	13	2	1.279
19	16	2	1.157
19	19	2	1.045
20	2	2	1.771
20	5	2	1.574
20	8	2	1.431
20	11	2	1.305
20	14	2	1.183
20	17	2	1.071
20	20	2	0.976
21	0	2	1.935
21	3	2	1.602
21	6	2	1.443
21	9	2	1.321
21	12	2	1.205
21	15	2	1.096
21	18	2	0.999
21	21	2	0.910
22	1	2	1.712
22	4	2	1.461
22	7	2	1.338
22	10	2	1.222
22	13	2	1.120
22	16	2	1.020
22	19	2	0.930
22	22	2	0.853
23	2	2	1.520
23	5	2	1.349
23	8	2	1.235
23	11	2	1.136
23	14	2	1.041
23	17	2	0.952
23	20	2	0.874
24	0	2	1.631
24	3	2	1.378
24	6	2	1.248
24	9	2	1.150
24	12	2	1.055
24	15	2	0.971
24	18	2	0.891
25	1	2	1.475
25	4	2	1.267
25	7	2	1.160
25	10	2	1.068
25	13	2	0.988
25	16	2	0.909
25	19	2	0.837
26	2	2	1.321
26	5	2	1.176
26	8	2	1.080
26	11	2	0.999
26	14	2	0.920
26	17	2	0.853
27	0	2	1.401
27	3	2	1.208
27	6	2	1.091
27	9	2	1.009
27	12	2	0.934
27	15	2	0.867
28	1	2	1.282
28	4	2	1.110
28	7	2	1.021
28	10	2	0.944
28	13	2	0.878
29	2	2	1.166
29	5	2	1.033
29	8	2	0.954
29	11	2	0.887
29	14	2	0.824
30	0	2	1.219
30	3	2	1.066
30	6	2	0.963
30	9	2	0.896
30	12	2	0.833
31	1	2	1.130
31	4	2	0.988
31	7	2	0.906
31	10	2	0.842
32	2	2	1.033
32	5	2	0.918
32	8	2	0.849
33	0	2	1.074
33	3	2	0.950
33	6	2	0.861
33	9	2	0.803
34	1	2	1.004
34	4	2	0.882
34	7	2	0.810
35	2	2	0.925
35	5	2	0.823
36	0	2	0.952
36	3	2	0.856
37	1	2	0.895
7	5	1	1.647
8	3	1	1.765
8	6	1	1.357
9	1	1	1.941
9	4	1	1.446
9	7	1	1.147
10	2	1	1.544
10	5	1	1.216
10	8	1	0.980
11	0	1	1.560
11	3	1	1.282
11	6	1	1.035
11	9	1	0.850
12	1	1	1.381
12	4	1	1.086
12	7	1	0.896
12	10	1	0.743
13	2	1	1.157
13	5	1	0.937
13	8	1	0.781
13	11	1	0.657
14	0	1	1.142
14	3	1	0.982
